order_id,order_date,order_status,order_source,device_type,order_payment_method,customer_id,gender,age_group,acquisition_channel,signup_date,days_since_signup,city,region,district,total_line_items,distinct_products,total_quantity,gross_revenue,net_revenue,total_discount_amount,avg_unit_price,has_promotion,order_discount_rate_pct,payment_value,installments,payment_type,order_value_tier
317310,"2015-08-26","delivered","social_media","desktop","cod",137281,"male","55+","referral","2022-12-15",-2668,"Pleiku","West","District #35",1,1,4,18374.32,18374.32,0,4593.58,false,0,18374.32,1,"one_time","low_value"
317311,"2015-08-30","delivered","email_campaign","desktop","apple_pay",146704,"female","55+","social_media","2022-09-25",-2583,"Vung Tau","West","District #34",1,1,8,34883.28,34883.28,0,4360.41,false,0,34883.28,3,"installment","low_value"
317312,"2015-08-29","delivered","paid_search","desktop","credit_card",146909,"male","18-24","paid_search","2021-10-31",-2255,"Ben Tre","West","District #34",1,1,4,9899.12,9699.12,200,2474.78,true,2.02,9699.12,1,"one_time","low_value"
317313,"2015-08-29","cancelled","email_campaign","tablet","credit_card",146940,"female","45-54","organic_search","2013-04-16",865,"Buon Ma Thuot","West","District #34",1,1,4,8125.84,7925.84,200,2031.46,true,2.46,7925.84,6,"installment","low_value"
317314,"2015-08-26","delivered","paid_search","mobile","apple_pay",147045,"female","18-24","email_campaign","2021-05-04",-2078,"Vung Tau","West","District #34",1,1,8,29871.36,29471.36,400,3733.92,true,1.34,29471.36,12,"installment","low_value"
317315,"2015-08-26","delivered","organic_search","tablet","credit_card",147299,"female","25-34","social_media","2022-06-30",-2500,"Da Lat","West","District #34",1,1,5,18615.5,18365.5,250,3723.1,true,1.34,18365.5,12,"installment","low_value"
317317,"2015-08-26","delivered","social_media","desktop","apple_pay",150770,"female","35-44","paid_search","2013-11-27",637,"Vinh Long","West","District #35",1,1,1,3695.34,3695.34,0,3695.34,false,0,3695.34,1,"one_time","low_value"
317318,"2015-08-26","delivered","direct","desktop","credit_card",150804,"non-binary","25-34","paid_search","2017-07-21",-695,"Can Tho","West","District #35",1,1,6,15034.44,15034.44,0,2505.74,false,0,15034.44,1,"one_time","low_value"
317319,"2015-08-26","delivered","email_campaign","desktop","credit_card",151078,"female","18-24","email_campaign","2016-09-06",-377,"Long Xuyen","West","District #35",2,2,9,7414.56,7414.56,0,824.05,false,0,7414.56,3,"installment","low_value"
317321,"2015-08-29","delivered","email_campaign","mobile","paypal",148435,"male","25-34","paid_search","2022-08-02",-2530,"Soc Trang","West","District #34",1,1,4,11684.16,11484.16,200,2921.04,true,1.71,11484.16,3,"installment","low_value"
317322,"2015-08-27","cancelled","paid_search","mobile","cod",148443,"male","35-44","social_media","2018-04-12",-959,"Pleiku","West","District #34",1,1,1,3722.42,3672.42,50,3722.42,true,1.34,3672.42,1,"one_time","low_value"
317323,"2015-08-26","delivered","social_media","desktop","cod",148568,"male","45-54","paid_search","2022-04-26",-2435,"Bac Lieu","West","District #34",1,1,6,12687.84,12387.84,300,2114.64,true,2.36,12387.84,1,"one_time","low_value"
317324,"2015-08-26","returned","paid_search","tablet","credit_card",149024,"male","35-44","email_campaign","2021-01-20",-1974,"Vung Tau","West","District #34",1,1,8,19958.56,19558.56,400,2494.82,true,2,19558.56,3,"installment","low_value"
317325,"2015-08-27","paid","paid_search","mobile","paypal",149026,"female","35-44","paid_search","2022-12-25",-2677,"Da Lat","West","District #34",1,1,7,19046.16,18696.16,350,2720.88,true,1.84,18696.16,1,"one_time","low_value"
317326,"2015-08-29","delivered","email_campaign","mobile","credit_card",149446,"female","18-24","organic_search","2020-03-14",-1659,"Buon Ma Thuot","West","District #34",1,1,8,31243.12,31243.12,0,3905.39,false,0,31243.12,1,"one_time","low_value"
317327,"2015-08-29","delivered","social_media","desktop","credit_card",149446,"female","18-24","organic_search","2020-03-14",-1659,"Buon Ma Thuot","West","District #34",1,1,8,31402.56,31402.56,0,3925.32,false,0,31402.56,1,"one_time","low_value"
317329,"2015-08-28","paid","social_media","mobile","credit_card",149594,"female","45-54","social_media","2014-09-07",355,"Bien Hoa","West","District #34",1,1,3,12853.62,12703.62,150,4284.54,true,1.17,12703.62,3,"installment","low_value"
317330,"2015-08-27","cancelled","organic_search","desktop","credit_card",149841,"female","35-44","email_campaign","2016-09-21",-391,"Vinh Long","West","District #34",1,1,7,20921.88,20571.88,350,2988.84,true,1.67,20571.88,1,"one_time","low_value"
317331,"2015-08-28","delivered","direct","mobile","credit_card",150083,"male","25-34","paid_search","2022-10-27",-2617,"Ben Tre","West","District #34",1,1,6,19227.9,18927.9,300,3204.65,true,1.56,18927.9,6,"installment","low_value"
317332,"2015-08-26","returned","social_media","desktop","cod",150388,"male","45-54","email_campaign","2016-11-27",-459,"Ca Mau","West","District #34",1,1,5,7453.8,7453.8,0,1490.76,false,0,7453.8,1,"one_time","low_value"
317333,"2015-08-30","delivered","organic_search","desktop","credit_card",150390,"male","55+","organic_search","2018-06-08",-1013,"Ca Mau","West","District #34",1,1,3,4430.1,4430.1,0,1476.7,false,0,4430.1,1,"one_time","low_value"
317334,"2015-08-27","delivered","social_media","desktop","credit_card",153573,"male","25-34","email_campaign","2018-07-25",-1063,"Tra Vinh","West","District #33",1,1,7,18767.14,18417.14,350,2681.02,true,1.86,18417.14,1,"one_time","low_value"
317335,"2015-08-28","delivered","direct","tablet","credit_card",153587,"non-binary","25-34","referral","2021-06-30",-2133,"Vinh Long","West","District #33",1,1,6,18742.68,18442.68,300,3123.78,true,1.6,18442.68,3,"installment","low_value"
317336,"2015-08-29","delivered","social_media","mobile","paypal",58733,"male","25-34","social_media","2019-06-14",-1385,"Ninh Binh","East","District #02",1,1,8,42672.4,42272.4,400,5334.05,true,0.94,42272.4,1,"one_time","low_value"
317337,"2015-08-27","returned","organic_search","mobile","cod",57627,"male","25-34","organic_search","2022-06-14",-2483,"Son Tay","East","District #02",1,1,8,75007.76,75007.76,0,9375.97,false,0,75007.76,1,"one_time","low_value"
317338,"2015-08-29","delivered","organic_search","mobile","cod",57946,"female","25-34","organic_search","2022-12-05",-2655,"Thai Nguyen","East","District #02",1,1,4,7623.76,7423.76,200,1905.94,true,2.62,7423.76,1,"one_time","low_value"
317342,"2015-08-29","cancelled","organic_search","desktop","credit_card",10614,"female","18-24","social_media","2019-04-09",-1319,"Son Tay","East","District #03",1,1,1,4626.08,4576.08,50,4626.08,true,1.08,4576.08,3,"installment","low_value"
317344,"2015-08-30","delivered","organic_search","mobile","credit_card",13554,"female","35-44","paid_search","2018-07-01",-1036,"Viet Tri","East","District #01",1,1,8,43581.2,43181.2,400,5447.65,true,0.92,43181.2,1,"one_time","low_value"
317345,"2015-08-30","delivered","referral","mobile","credit_card",14104,"non-binary","35-44","social_media","2015-11-30",-92,"Hai Phong","East","District #01",1,1,5,22210.55,22210.55,0,4442.11,false,0,22210.55,3,"installment","low_value"
317346,"2015-08-31","delivered","email_campaign","desktop","credit_card",14152,"non-binary","25-34","email_campaign","2020-12-13",-1931,"Bac Giang","East","District #01",1,1,1,1224.29,1224.29,0,1224.29,false,0,1224.29,6,"installment","low_value"
317347,"2015-08-28","delivered","organic_search","mobile","cod",14156,"male","25-34","social_media","2021-12-24",-2310,"Bac Giang","East","District #01",1,1,5,6557.75,6557.75,0,1311.55,false,0,6557.75,1,"one_time","low_value"
317348,"2015-08-31","delivered","paid_search","desktop","cod",14184,"male","35-44","paid_search","2016-04-10",-223,"Phu Ly","East","District #01",1,1,3,9917.97,9917.97,0,3305.99,false,0,9917.97,1,"one_time","low_value"
317349,"2015-08-28","delivered","organic_search","desktop","apple_pay",14182,"male","25-34","organic_search","2021-08-22",-2186,"Phu Ly","East","District #01",1,1,1,3412.39,3412.39,0,3412.39,false,0,3412.39,1,"one_time","low_value"
317351,"2015-08-29","delivered","paid_search","mobile","credit_card",14882,"male","35-44","referral","2017-06-30",-671,"Phu Ly","East","District #01",1,1,5,12642.55,12392.55,250,2528.51,true,1.98,12392.55,1,"one_time","low_value"
317353,"2015-08-28","delivered","paid_search","desktop","credit_card",9807,"female","35-44","direct","2020-09-15",-1845,"Ha Long","East","District #06",1,1,7,8811.81,8811.81,0,1258.83,false,0,8811.81,12,"installment","low_value"
317354,"2015-08-28","cancelled","paid_search","mobile","credit_card",9807,"female","35-44","direct","2020-09-15",-1845,"Ha Long","East","District #06",1,1,8,10339.76,10339.76,0,1292.47,false,0,10339.76,3,"installment","low_value"
317355,"2015-08-31","delivered","paid_search","mobile","paypal",2382,"male","25-34","paid_search","2017-09-04",-735,"Hai Phong","East","District #13",1,1,5,10720.45,10470.45,250,2144.09,true,2.33,10470.45,6,"installment","low_value"
317356,"2015-08-27","delivered","paid_search","mobile","paypal",325,"male","45-54","organic_search","2013-12-23",612,"Viet Tri","East","District #13",1,1,6,33704.1,33404.1,300,5617.35,true,0.89,33404.1,6,"installment","low_value"
317357,"2015-08-30","delivered","referral","mobile","credit_card",6516,"male","35-44","paid_search","2021-09-07",-2200,"Nam Dinh","East","District #05",1,1,4,11357.6,11157.6,200,2839.4,true,1.76,11157.6,1,"one_time","low_value"
317358,"2015-08-30","delivered","email_campaign","mobile","credit_card",7641,"male","45-54","email_campaign","2020-08-24",-1821,"Cam Pha","East","District #03",1,1,1,1020.76,970.76,50,1020.76,true,4.9,970.76,3,"installment","low_value"
317359,"2015-08-29","returned","paid_search","tablet","paypal",7797,"male","25-34","social_media","2017-03-08",-557,"Lao Cai","East","District #03",1,1,7,44535.26,44185.26,350,6362.18,true,0.79,44185.26,3,"installment","low_value"
317360,"2015-08-31","delivered","organic_search","mobile","paypal",8296,"female","25-34","email_campaign","2016-05-23",-266,"Ha Long","East","District #01",1,1,8,9522.08,9522.08,0,1190.26,false,0,9522.08,3,"installment","low_value"
317361,"2015-08-29","delivered","paid_search","mobile","cod",3651,"male","35-44","paid_search","2019-10-14",-1507,"Bac Giang","East","District #04",1,1,5,35792.7,35542.7,250,7158.54,true,0.7,35542.7,1,"one_time","low_value"
317364,"2015-08-30","delivered","referral","mobile","credit_card",44326,"male","35-44","organic_search","2020-01-26",-1610,"Thai Nguyen","East","District #05",1,1,8,8013.6,8013.6,0,1001.7,false,0,8013.6,6,"installment","low_value"
317365,"2015-08-29","cancelled","social_media","tablet","credit_card",45132,"male","18-24","paid_search","2021-08-05",-2168,"Hai Phong","East","District #13",1,1,6,6201.3,6201.3,0,1033.55,false,0,6201.3,1,"one_time","low_value"
317366,"2015-08-31","delivered","social_media","mobile","credit_card",45130,"female","18-24","paid_search","2021-03-16",-2024,"Hai Phong","East","District #13",1,1,2,1991.76,1991.76,0,995.88,false,0,1991.76,3,"installment","low_value"
317367,"2015-08-30","delivered","organic_search","desktop","credit_card",65648,"male","55+","organic_search","2016-08-26",-362,"Lao Cai","East","District #07",1,1,4,4385.2,4385.2,0,1096.3,false,0,4385.2,1,"one_time","low_value"
317368,"2015-08-31","delivered","email_campaign","tablet","credit_card",66028,"male","25-34","organic_search","2020-01-30",-1613,"Nam Dinh","East","District #07",1,1,1,1473.63,1473.63,0,1473.63,false,0,1473.63,1,"one_time","low_value"
317369,"2015-08-28","delivered","social_media","desktop","credit_card",66029,"male","25-34","referral","2020-06-09",-1747,"Nam Dinh","East","District #07",1,1,4,5862.88,5862.88,0,1465.72,false,0,5862.88,1,"one_time","low_value"
317370,"2015-08-28","delivered","social_media","desktop","credit_card",66149,"male","35-44","referral","2021-08-20",-2184,"Hanoi","East","District #07",1,1,3,7113.96,6963.96,150,2371.32,true,2.11,6963.96,6,"installment","low_value"
317372,"2015-08-28","delivered","organic_search","desktop","credit_card",67571,"male","18-24","social_media","2022-11-05",-2626,"Thai Nguyen","East","District #07",1,1,3,3305.61,3305.61,0,1101.87,false,0,3305.61,6,"installment","low_value"
317373,"2015-08-29","cancelled","direct","desktop","cod",38027,"female","25-34","direct","2014-10-29",304,"Son Tay","East","District #15",1,1,4,3133.44,3133.44,0,783.36,false,0,3133.44,1,"one_time","low_value"
317377,"2015-08-27","cancelled","social_media","desktop","credit_card",50050,"male","55+","direct","2016-06-20",-298,"Bac Giang","East","District #08",1,1,8,18794,18394,400,2349.25,true,2.13,18394,6,"installment","low_value"
317378,"2015-08-29","delivered","paid_search","mobile","cod",60199,"male","25-34","organic_search","2019-12-08",-1562,"Ha Long","East","District #11",1,1,5,26764.25,26514.25,250,5352.85,true,0.93,26514.25,1,"one_time","low_value"
317379,"2015-08-27","delivered","referral","desktop","credit_card",52165,"male","25-34","email_campaign","2022-02-22",-2371,"Viet Tri","East","District #08",1,1,6,34103.58,33803.58,300,5683.93,true,0.88,33803.58,1,"one_time","low_value"
317380,"2015-08-31","delivered","referral","mobile","credit_card",62423,"female","18-24","social_media","2014-09-25",340,"Lao Cai","East","District #11",1,1,8,35237.12,34837.12,400,4404.64,true,1.14,34837.12,6,"installment","low_value"
317381,"2015-08-30","delivered","email_campaign","mobile","cod",62465,"female","35-44","direct","2022-07-21",-2517,"Hanoi","East","District #11",1,1,8,70096.32,69696.32,400,8762.04,true,0.57,69696.32,1,"one_time","low_value"
317382,"2015-08-29","delivered","direct","desktop","credit_card",63939,"male","25-34","social_media","2022-06-07",-2474,"Uong Bi","East","District #11",1,1,1,3018.49,2968.49,50,3018.49,true,1.66,2968.49,12,"installment","low_value"
317383,"2015-08-28","shipped","paid_search","tablet","credit_card",54321,"non-binary","55+","referral","2015-10-24",-57,"Hanoi","East","District #09",1,1,4,17678.8,17478.8,200,4419.7,true,1.13,17478.8,6,"installment","low_value"
317385,"2015-08-27","cancelled","paid_search","tablet","credit_card",55418,"female","25-34","referral","2022-06-07",-2476,"Bac Ninh","East","District #09",1,1,1,4296.99,4246.99,50,4296.99,true,1.16,4246.99,1,"one_time","low_value"
317386,"2015-08-27","delivered","paid_search","mobile","credit_card",21449,"female","25-34","organic_search","2021-08-19",-2184,"Lao Cai","East","District #12",1,1,8,40359.44,39959.44,400,5044.93,true,0.99,39959.44,1,"one_time","low_value"
317388,"2015-08-31","delivered","organic_search","desktop","bank_transfer",17462,"male","45-54","referral","2022-08-03",-2529,"Son Tay","East","District #10",1,1,5,7106.05,7106.05,0,1421.21,false,0,7106.05,3,"installment","low_value"
317390,"2015-08-29","delivered","organic_search","mobile","cod",18561,"male","45-54","email_campaign","2018-09-26",-1124,"Hai Phong","East","District #10",1,1,7,27706,27706,0,3958,false,0,27706,1,"one_time","low_value"
317391,"2015-08-30","delivered","organic_search","desktop","credit_card",18560,"female","55+","organic_search","2019-11-17",-1540,"Hai Phong","East","District #10",1,1,3,12265.8,12265.8,0,4088.6,false,0,12265.8,6,"installment","low_value"
317392,"2015-08-28","delivered","organic_search","mobile","credit_card",22973,"male","55+","email_campaign","2019-11-22",-1547,"Bac Ninh","East","District #12",1,1,8,16064.4,15664.4,400,2008.05,true,2.49,15664.4,3,"installment","low_value"
317394,"2015-08-29","delivered","organic_search","desktop","credit_card",70879,"male","25-34","social_media","2021-04-28",-2069,"Viet Tri","East","District #19",1,1,8,24056,23656,400,3007,true,1.66,23656,1,"one_time","low_value"
317395,"2015-08-29","delivered","paid_search","desktop","paypal",70931,"male","35-44","email_campaign","2020-04-05",-1681,"Viet Tri","East","District #19",2,2,7,7211.94,7211.94,0,1017.69,false,0,7211.94,3,"installment","low_value"
317396,"2015-08-28","created","paid_search","mobile","credit_card",71876,"male","25-34","email_campaign","2018-08-19",-1087,"Nam Dinh","East","District #19",1,1,1,2147.65,2097.65,50,2147.65,true,2.33,2097.65,3,"installment","low_value"
317399,"2015-08-27","delivered","organic_search","desktop","paypal",74205,"male","35-44","organic_search","2017-03-12",-563,"Uong Bi","East","District #19",1,1,5,10713.4,10463.4,250,2142.68,true,2.33,10463.4,1,"one_time","low_value"
317400,"2015-08-30","delivered","email_campaign","mobile","bank_transfer",74265,"female","35-44","referral","2021-01-17",-1967,"Phu Ly","East","District #19",1,1,4,4746.8,4746.8,0,1186.7,false,0,4746.8,12,"installment","low_value"
317401,"2015-08-29","cancelled","organic_search","mobile","credit_card",75828,"male","45-54","social_media","2022-07-03",-2500,"Hoi An","Central","District #25",1,1,4,24825.52,24625.52,200,6206.38,true,0.81,24625.52,1,"one_time","low_value"
317402,"2015-08-30","delivered","social_media","mobile","credit_card",75072,"male","25-34","direct","2017-03-03",-551,"Hanoi","East","District #19",1,1,7,20708.17,20358.17,350,2958.31,true,1.69,20358.17,3,"installment","low_value"
317403,"2015-08-31","shipped","social_media","mobile","credit_card",77322,"male","25-34","paid_search","2022-09-24",-2581,"Dong Hoi","Central","District #25",1,1,4,4297.92,4097.92,200,1074.48,true,4.65,4097.92,3,"installment","low_value"
317406,"2015-08-28","delivered","organic_search","desktop","bank_transfer",77700,"female","45-54","paid_search","2014-03-26",520,"Hoi An","Central","District #25",1,1,4,4599.96,4599.96,0,1149.99,false,0,4599.96,3,"installment","low_value"
317407,"2015-08-31","delivered","organic_search","desktop","credit_card",27562,"male","18-24","referral","2021-03-02",-2010,"Lao Cai","East","District #14",1,1,7,28544.18,28194.18,350,4077.74,true,1.23,28194.18,6,"installment","low_value"
317408,"2015-08-31","delivered","direct","desktop","credit_card",27755,"male","45-54","organic_search","2020-12-25",-1943,"Ha Long","East","District #14",1,1,5,11442.1,11442.1,0,2288.42,false,0,11442.1,6,"installment","low_value"
317409,"2015-08-31","delivered","paid_search","mobile","apple_pay",27756,"female","35-44","organic_search","2021-10-28",-2250,"Ha Long","East","District #14",1,1,8,17958.96,17958.96,0,2244.87,false,0,17958.96,1,"one_time","low_value"
317411,"2015-08-28","delivered","social_media","tablet","paypal",24931,"male","25-34","social_media","2018-01-13",-869,"Uong Bi","East","District #16",1,1,4,24673.2,24473.2,200,6168.3,true,0.81,24473.2,3,"installment","low_value"
317414,"2015-08-30","delivered","direct","mobile","paypal",33992,"male","25-34","paid_search","2022-12-09",-2658,"Ninh Binh","East","District #16",1,1,1,5008.97,4958.97,50,5008.97,true,1,4958.97,12,"installment","low_value"
317415,"2015-08-29","delivered","organic_search","desktop","paypal",34018,"male","25-34","organic_search","2016-12-22",-481,"Son Tay","East","District #16",1,1,3,2391.42,2391.42,0,797.14,false,0,2391.42,6,"installment","low_value"
317416,"2015-08-30","delivered","social_media","mobile","cod",34021,"female","18-24","organic_search","2017-07-08",-678,"Son Tay","East","District #16",1,1,7,5853.26,5853.26,0,836.18,false,0,5853.26,1,"one_time","low_value"
317417,"2015-08-29","cancelled","organic_search","desktop","bank_transfer",35890,"male","35-44","organic_search","2019-01-22",-1242,"Son Tay","East","District #17",1,1,5,25382.2,25132.2,250,5076.44,true,0.98,25132.2,3,"installment","low_value"
317418,"2015-08-30","delivered","paid_search","mobile","apple_pay",29634,"female","45-54","organic_search","2018-12-17",-1205,"Thai Nguyen","East","District #18",1,1,4,11292.12,11092.12,200,2823.03,true,1.77,11092.12,3,"installment","low_value"
317421,"2015-08-30","delivered","email_campaign","mobile","paypal",33259,"female","45-54","organic_search","2022-09-08",-2566,"Hai Phong","East","District #18",1,1,3,6901.92,6751.92,150,2300.64,true,2.17,6751.92,1,"one_time","low_value"
317422,"2015-08-28","delivered","social_media","desktop","apple_pay",115342,"female","25-34","organic_search","2018-03-23",-938,"Hoi An","Central","District #26",2,2,10,43767.7,43767.7,0,4376.77,false,0,43767.7,6,"installment","low_value"
317423,"2015-08-30","delivered","referral","tablet","paypal",116569,"male","45-54","referral","2020-10-29",-1887,"Nha Trang","Central","District #26",1,1,6,37623,37323,300,6270.5,true,0.8,37323,3,"installment","low_value"
317424,"2015-08-30","delivered","organic_search","desktop","credit_card",102826,"female","25-34","organic_search","2022-12-02",-2651,"Da Nang","Central","District #28",2,2,12,12145.8,12145.8,0,1006.91,false,0,12145.8,1,"one_time","low_value"
317425,"2015-08-28","delivered","organic_search","tablet","bank_transfer",102942,"male","25-34","social_media","2020-03-29",-1675,"Kon Tum","Central","District #28",1,1,1,2024.85,1974.85,50,2024.85,true,2.47,1974.85,1,"one_time","low_value"
317426,"2015-08-31","delivered","paid_search","desktop","apple_pay",102958,"male","55+","social_media","2019-08-22",-1452,"Kon Tum","Central","District #28",1,1,1,1153.6,1153.6,0,1153.6,false,0,1153.6,3,"installment","low_value"
317427,"2015-08-29","delivered","referral","desktop","bank_transfer",105342,"female","35-44","social_media","2014-05-19",467,"Tuy Hoa","Central","District #28",1,1,7,19203.1,18853.1,350,2743.3,true,1.82,18853.1,3,"installment","low_value"
317428,"2015-08-29","delivered","direct","tablet","credit_card",103999,"female","18-24","referral","2013-04-15",866,"Hoi An","Central","District #28",1,1,5,10603.6,10353.6,250,2120.72,true,2.36,10353.6,6,"installment","low_value"
317429,"2015-08-27","delivered","paid_search","tablet","credit_card",104099,"male","35-44","organic_search","2018-06-22",-1030,"Quy Nhon","Central","District #28",1,1,3,4577.85,4577.85,0,1525.95,false,0,4577.85,3,"installment","low_value"
317430,"2015-08-27","delivered","organic_search","mobile","credit_card",104099,"male","35-44","organic_search","2018-06-22",-1030,"Quy Nhon","Central","District #28",1,1,3,4245.99,4245.99,0,1415.33,false,0,4245.99,1,"one_time","low_value"
317431,"2015-08-30","delivered","direct","desktop","bank_transfer",88532,"female","25-34","email_campaign","2014-09-19",345,"Phan Rang-Thap Cham","Central","District #32",1,1,8,42891.2,42491.2,400,5361.4,true,0.93,42491.2,6,"installment","low_value"
317432,"2015-08-28","delivered","paid_search","desktop","apple_pay",157049,"female","18-24","social_media","2019-04-17",-1328,"Pleiku","West","District #33",1,1,5,10341.3,10091.3,250,2068.26,true,2.42,10091.3,6,"installment","low_value"
317433,"2015-08-30","cancelled","referral","tablet","credit_card",121725,"male","35-44","social_media","2016-06-01",-276,"Da Nang","Central","District #29",2,2,13,10600.61,10600.61,0,814.535,false,0,10600.61,3,"installment","low_value"
317434,"2015-08-29","cancelled","email_campaign","tablet","paypal",76724,"male","45-54","referral","2018-02-08",-894,"Phan Rang-Thap Cham","Central","District #25",1,1,6,27413.22,27413.22,0,4568.87,false,0,27413.22,6,"installment","low_value"
317435,"2015-08-30","delivered","social_media","desktop","credit_card",76110,"female","45-54","social_media","2020-03-20",-1664,"Tam Ky","Central","District #25",1,1,2,5370.98,5270.98,100,2685.49,true,1.86,5270.98,3,"installment","low_value"
317436,"2015-08-28","delivered","paid_search","mobile","credit_card",84160,"female","18-24","email_campaign","2018-10-18",-1147,"Nha Trang","Central","District #30",1,1,7,21904.26,21554.26,350,3129.18,true,1.6,21554.26,3,"installment","low_value"
317437,"2015-08-28","paid","organic_search","mobile","paypal",84334,"female","45-54","paid_search","2019-07-17",-1419,"Tam Ky","Central","District #30",1,1,2,8703.92,8603.92,100,4351.96,true,1.15,8603.92,3,"installment","low_value"
317438,"2015-08-30","delivered","organic_search","desktop","credit_card",85752,"male","35-44","organic_search","2017-12-13",-836,"Quang Ngai","Central","District #30",1,1,8,15278.16,15278.16,0,1909.77,false,0,15278.16,6,"installment","low_value"
317439,"2015-08-28","paid","social_media","desktop","credit_card",86572,"female","35-44","organic_search","2021-03-19",-2030,"Nha Trang","Central","District #30",1,1,8,48688.48,48288.48,400,6086.06,true,0.82,48288.48,3,"installment","low_value"
317440,"2015-08-29","delivered","referral","desktop","credit_card",99944,"female","35-44","social_media","2013-01-18",953,"Tuy Hoa","Central","District #24",1,1,6,34134.42,33834.42,300,5689.07,true,0.88,33834.42,3,"installment","low_value"
317441,"2015-08-28","delivered","organic_search","desktop","paypal",99987,"male","35-44","referral","2020-04-03",-1680,"Tam Ky","Central","District #24",1,1,1,2662.62,2612.62,50,2662.62,true,1.88,2612.62,3,"installment","low_value"
317442,"2015-08-28","created","paid_search","desktop","credit_card",100959,"female","25-34","social_media","2019-05-07",-1348,"Hoi An","Central","District #24",1,1,2,4430.52,4330.52,100,2215.26,true,2.26,4330.52,12,"installment","low_value"
317443,"2015-08-28","delivered","organic_search","mobile","credit_card",101005,"male","45-54","organic_search","2017-03-17",-567,"Quang Ngai","Central","District #24",1,1,3,2408.85,2408.85,0,802.95,false,0,2408.85,6,"installment","low_value"
317444,"2015-08-28","delivered","social_media","mobile","credit_card",101005,"male","45-54","organic_search","2017-03-17",-567,"Quang Ngai","Central","District #24",1,1,6,4909.14,4909.14,0,818.19,false,0,4909.14,3,"installment","low_value"
317445,"2015-08-29","delivered","social_media","desktop","credit_card",101455,"male","45-54","organic_search","2022-11-16",-2636,"Hoi An","Central","District #24",1,1,6,25771.26,25471.26,300,4295.21,true,1.16,25471.26,6,"installment","low_value"
317447,"2015-08-28","delivered","email_campaign","mobile","credit_card",79117,"female","35-44","organic_search","2014-08-16",377,"Tam Ky","Central","District #25",1,1,4,11928.2,11728.2,200,2982.05,true,1.68,11728.2,3,"installment","low_value"
317448,"2015-08-27","delivered","referral","mobile","credit_card",81022,"male","25-34","direct","2018-04-09",-956,"Phan Rang-Thap Cham","Central","District #25",1,1,1,2905.5,2855.5,50,2905.5,true,1.72,2855.5,6,"installment","low_value"
317449,"2015-08-31","delivered","social_media","desktop","cod",92549,"female","35-44","paid_search","2021-11-23",-2276,"Hue","Central","District #21",1,1,1,1206.16,1206.16,0,1206.16,false,0,1206.16,1,"one_time","low_value"
317450,"2015-08-30","delivered","organic_search","desktop","cod",93525,"male","55+","referral","2020-02-25",-1640,"Kon Tum","Central","District #21",1,1,5,28200.25,27950.25,250,5640.05,true,0.89,27950.25,1,"one_time","low_value"
317451,"2015-08-28","delivered","paid_search","desktop","apple_pay",124323,"male","45-54","email_campaign","2019-12-22",-1577,"Quang Ngai","Central","District #22",1,1,1,3144.44,3094.44,50,3144.44,true,1.59,3094.44,12,"installment","low_value"
317452,"2015-08-27","delivered","email_campaign","tablet","apple_pay",124154,"female","45-54","social_media","2022-10-08",-2599,"Tuy Hoa","Central","District #25",1,1,8,15846.96,15446.96,400,1980.87,true,2.52,15446.96,1,"one_time","low_value"
317453,"2015-08-29","delivered","organic_search","desktop","apple_pay",123220,"male","35-44","organic_search","2020-09-06",-1835,"Nha Trang","Central","District #24",1,1,8,11132.56,11132.56,0,1391.57,false,0,11132.56,1,"one_time","low_value"
317454,"2015-08-31","delivered","social_media","desktop","apple_pay",125843,"male","25-34","direct","2022-05-09",-2443,"Kon Tum","Central","District #22",1,1,5,11806.6,11556.6,250,2361.32,true,2.12,11556.6,6,"installment","low_value"
317455,"2015-08-31","delivered","organic_search","mobile","paypal",131808,"female","45-54","organic_search","2019-10-28",-1519,"Quy Nhon","Central","District #23",1,1,1,2902.31,2852.31,50,2902.31,true,1.72,2852.31,3,"installment","low_value"
317456,"2015-08-29","delivered","social_media","desktop","credit_card",131905,"female","55+","organic_search","2017-04-12",-592,"Nha Trang","Central","District #23",1,1,8,50316.56,49916.56,400,6289.57,true,0.79,49916.56,1,"one_time","low_value"
317457,"2015-08-27","delivered","organic_search","desktop","credit_card",123334,"male","45-54","paid_search","2020-10-22",-1883,"Da Nang","Central","District #24",1,1,6,5989.02,5989.02,0,998.17,false,0,5989.02,3,"installment","low_value"
317458,"2015-08-27","delivered","social_media","tablet","credit_card",123334,"male","45-54","paid_search","2020-10-22",-1883,"Da Nang","Central","District #24",1,1,6,6144.9,6144.9,0,1024.15,false,0,6144.9,1,"one_time","low_value"
317459,"2015-08-29","delivered","email_campaign","tablet","credit_card",130742,"male","35-44","paid_search","2020-06-04",-1741,"Kon Tum","Central","District #23",1,1,3,12284.73,12134.73,150,4094.91,true,1.22,12134.73,1,"one_time","low_value"
317460,"2015-08-31","delivered","social_media","tablet","cod",126744,"female","55+","referral","2022-02-16",-2361,"Hoi An","Central","District #22",1,1,3,18913.32,18763.32,150,6304.44,true,0.79,18763.32,1,"one_time","low_value"
317461,"2015-08-29","cancelled","paid_search","tablet","credit_card",127152,"male","18-24","organic_search","2022-06-01",-2468,"Quang Ngai","Central","District #22",1,1,2,6151.46,6051.46,100,3075.73,true,1.63,6051.46,3,"installment","low_value"
