product_id,product_name,category,segment,size,color,list_price,cogs,orders_count,total_units_sold,gross_revenue,net_revenue,total_discount_amount,avg_selling_price,promo_attach_rate_pct,gross_margin_pct,total_return_events,total_units_returned,total_refund_amount,return_rate_pct,top_return_reason,returns_wrong_size,returns_defective,returns_not_as_described,returns_changed_mind,returns_late_delivery,total_reviews,avg_rating,positive_reviews,negative_reviews,stock_on_hand,days_of_supply,fill_rate,sell_through_rate,stockout_flag,overstock_flag,reorder_flag,latest_snapshot_date,product_risk_tier
2077,"UrbanVN UC-12","Streetwear","Everyday","M","silver",4480.875720823799,2845.356082723112,346,1570,6585243.34,6300343.85,284899.49,4182.633901734104,34.97,29.1,18,59,219959.57,3.76,"wrong_size",9,2,1,4,2,50,4.02,34,5,87,2610,1,0.0114,false,true,false,"2022-05-31","low_risk"
422,"SaigonFlex UM-27","Streetwear","Balanced","L","orange",10127.632355305466,5669.448592500001,959,4178,39271832.32,37571966.11,1699866.21,9424.782690302398,35.97,36.96,64,157,1394482.44,3.76,"wrong_size",25,9,16,6,8,133,4.05,101,12,236,7080,0.9667,0.0042,true,true,false,"2018-01-31","low_risk"
1849,"SaigonCore YY-44","GenZ","Trendy","M","yellow",2771.37,2632.8015,22,110,289223.69,276762.61,12461.08,2650.8295454545455,27.27,-4.64,3,11,24754.300000000003,10,"late_delivery",1,0,0,0,2,3,3.67,2,1,3,90,0.9333,0.25,true,false,false,"2017-01-31","medium_risk"
1120,"MekongFit RS-08","Outdoor","Premium","S","red",2225.38025390625,2045.792067416016,723,3255,6786778.78,6410958.66,375820.12,2080.3030428769016,41.49,-3.87,44,122,239207.62999999998,3.75,"changed_mind",11,5,8,11,9,101,4.1,81,14,151,906,0.9667,0.0321,true,true,false,"2022-12-31","low_risk"
2067,"UrbanVN UC-02","Streetwear","Everyday","XL","silver",6547.54571884984,6220.168432907348,725,3162,18710519.02,17769373.61,941145.41,5936.472524137931,42.76,-10.69,46,131,739013.13,4.14,"wrong_size",16,11,10,6,3,101,4.17,83,9,159,2385,0.9667,0.0124,true,true,false,"2022-03-31","low_risk"
1243,"VietMode MP-11","Casual","Activewear","XL","blue",5794.74,3022.536384,69,315,1704157.19,1609138.72,95018.47,5482.779130434783,34.78,40.83,6,14,67036.21,4.44,"defective",0,2,2,0,2,12,3.83,8,2,20,600,0.9667,0.0476,true,true,false,"2021-07-31","low_risk"
506,"SaigonFlex UM-11","Streetwear","Balanced","L","green",15456.909752650176,14463.03045555477,3193,14249,201823701.72,192410257.73,9413443.99,14142.883247729407,41.97,-7.11,162,406,5299520.47,2.85,"wrong_size",52,37,26,33,14,517,3.96,372,65,1128,769.1,0.9667,0.0375,true,true,false,"2022-12-31","low_risk"
2227,"VietMotion RP-24","Outdoor","Activewear","XL","silver",3905.37,3396.109752,53,217,828886.44,813129.49,15756.95,3836.9041509433964,13.21,9.37,8,15,46929.65,6.91,"defective",2,4,1,1,0,4,4,3,1,16,480,0.9667,0.0588,true,true,false,"2020-08-31","medium_risk"
1490,"VietMode RP-82","Outdoor","Activewear","L","red",3248.5471597633136,3086.119801775148,400,1731,5345763.16,5121572.29,224190.87,3079.047975,33.5,-4.31,26,47,133621.68,2.72,"wrong_size",11,5,3,5,2,64,3.83,45,9,87,2610,0.9667,0.0114,true,true,false,"2022-12-31","low_risk"
2157,"PhoenixWear UE-10","Streetwear","Performance","M","silver",5480.37,3292.606296,113,558,2797814.26,2690945.43,106868.83,5012.16389380531,36.28,31.72,9,23,109661.74,4.12,"wrong_size",3,3,1,1,1,13,4,10,1,18,540,1,0.0526,false,true,false,"2017-01-31","low_risk"
1171,"MekongFit UE-07","Streetwear","Performance","XL","black",4297.006363636363,3953.675555181818,2265,10134,40643983.49,38812971.25,1831012.24,4010.0653421633556,36.51,-3.23,107,302,1078853.2899999998,2.98,"wrong_size",43,16,25,18,5,357,3.97,265,43,543,1629,0.9333,0.0181,true,true,false,"2022-12-31","low_risk"
498,"SaigonFlex UM-03","Streetwear","Balanced","L","pink",17636.85,15859.055519999998,259,1162,19038949.23,18400024.59,638924.64,16216.20247104247,33.98,-0.15,17,40,620363.3,3.44,"wrong_size",7,3,2,5,0,50,3.94,35,7,120,1800,0.9667,0.0164,true,true,false,"2014-08-31","low_risk"
486,"SaigonFlex UM-91","Streetwear","Balanced","L","green",11767.717834394904,6218.062103694268,128,571,6279660.64,6084465.42,195195.22,10966.207734375,28.91,41.65,5,20,213913.13999999998,3.5,"changed_mind",1,1,0,2,1,19,3.84,13,5,24,720,0.9667,0.04,true,true,false,"2014-06-30","low_risk"
2036,"UrbanVN UR-39","Streetwear","Standard","S","green",2521.250597014925,2395.1880671641798,187,879,1977023.91,1855046.07,121977.84,2256.0363636363636,51.87,-13.49,11,45,94152.22,5.12,"not_as_described",1,3,4,0,3,25,4.2,21,3,42,74.1,0.9333,0.2881,true,false,false,"2022-12-31","medium_risk"
1236,"VietMode MP-04","Casual","Activewear","S","green",5794.74,4156.567002,15,55,298472.31,279856.66,18615.65,5562.332666666666,33.33,18.31,2,4,21945.980000000003,7.27,"late_delivery",1,0,0,0,1,2,4,2,0,6,180,0.9667,0.1429,true,true,false,"2022-03-31","medium_risk"
684,"SaigonFlex UC-49","Streetwear","Everyday","S","white",10989.136432160803,10439.679610552765,455,2029,20931932.05,19914185,1017747.05,10357.782945054945,35.82,-6.37,23,60,595424.2899999999,2.96,"not_as_described",6,5,7,5,0,62,4.08,47,8,115,3450,0.9667,0.0086,true,true,false,"2020-06-30","low_risk"
2262,"VietMotion RP-59","Outdoor","Activewear","L","orange",3918.239568919638,3722.327590473656,1360,6169,22716231.29,21503779.56,1212451.73,3679.128794117647,39.04,-6.79,75,214,747424.43,3.47,"not_as_described",18,10,18,17,12,217,3.95,151,24,321,875.5,0.9667,0.0331,true,true,false,"2022-12-31","low_risk"
2178,"PhoenixWear UC-08","Streetwear","Everyday","L","pink",10331.37,9814.8015,31,118,1063737.04,1014483.08,49253.96,9440.92129032258,38.71,-14.16,1,6,47843.03,5.08,"defective",0,1,0,0,0,6,3.67,4,1,7,70,1,0.3,false,false,false,"2019-06-30","medium_risk"
115,"DragonWear UM-42","Streetwear","Balanced","XL","purple",10818.745208023774,9215.40716819465,916,3965,39943441.06,38236459.84,1706981.22,10013.143449781659,37.34,4.44,63,171,1602080.7300000002,4.31,"wrong_size",23,15,9,9,7,125,3.91,89,19,284,1704,0.9667,0.0173,true,true,false,"2022-12-31","low_risk"
1390,"VietMode RP-82","Outdoor","Activewear","L","red",4912.74,3997.005264,43,186,862997.41,823587.7,39409.71,4629.546976744186,34.88,9.73,3,4,18559.4,2.15,"changed_mind",1,1,0,1,0,4,3.25,2,2,9,270,0.9667,0.1,true,true,false,"2022-05-31","low_risk"
2133,"PhoenixWear UR-09","Streetwear","Standard","M","blue",5497.100290456431,5222.245275933609,126,580,3066668.06,2965950.85,100717.21,5233.931587301588,31.75,-2.12,4,9,44433.74,1.55,"changed_mind",1,1,0,2,0,19,4.05,15,2,14,210,0.9333,0.125,true,true,false,"2022-12-31","low_risk"
813,"HanoiStreet RS-17","Outdoor","Premium","M","blue",3464.37,3291.1515,23,111,360004.57,336383.34,23621.23,3261.6095652173913,47.83,-8.6,1,1,3262.97,0.9,"late_delivery",0,0,0,0,1,1,3,0,0,6,180,0.9333,0.1429,true,true,false,"2022-11-30","low_risk"
1433,"VietMode RP-25","Outdoor","Activewear","M","blue",4346.329468531469,4129.012995104895,522,2349,9650493.98,9188154.31,462339.67,4100.2963601532565,36.4,-5.56,31,97,378045.01000000007,4.13,"wrong_size",9,4,8,4,6,72,4.03,51,7,125,3750,0.9667,0.0079,true,true,false,"2022-12-31","low_risk"
949,"HanoiStreet UC-12","Streetwear","Everyday","M","yellow",15434.37,14662.6515,48,219,3059817.4,2880819.53,178997.87,14033.387708333334,47.92,-11.47,6,25,330026.79000000004,11.42,"wrong_size",3,1,0,1,1,6,2.83,2,3,10,300,0.9333,0.0909,true,true,false,"2021-04-30","high_risk"
17,"DragonWear MA-17","Casual","All-weather","M","silver",4848.1147058823535,4140.28995882353,174,800,3696036.73,3537523.31,158513.42,4622.512413793103,33.91,6.37,7,34,146415.25,4.25,"wrong_size",3,1,1,1,1,24,3.92,17,2,28,210,1,0.125,false,true,false,"2022-12-31","low_risk"
500,"SaigonFlex UM-05","Streetwear","Balanced","S","red",10989.306953642385,8723.311859801326,111,501,5254871.36,5136251.44,118619.92,10381.716486486486,27.03,14.91,7,13,133230.61000000002,2.59,"wrong_size",3,0,3,1,0,15,4.47,14,0,30,450,1,0.0625,false,true,false,"2015-07-31","low_risk"
383,"LotusWear UE-04","Streetwear","Performance","XL","blue",7286.85,6664.5530100000005,91,400,2583660.09,2484771.88,98888.21,6497.271978021978,41.76,-7.29,3,7,48546.659999999996,1.75,"changed_mind",1,0,0,2,0,16,4,13,1,46,1380,1,0.0213,false,true,false,"2022-08-31","low_risk"
160,"DragonWear UR-31","Streetwear","Standard","S","red",8757,8319.15,18,84,621294.86,587131.58,34163.28,7548.878333333333,61.11,-19.02,2,8,64943.57,9.52,"wrong_size",1,0,1,0,0,1,5,1,0,7,210,0.9333,0.125,true,true,false,"2015-06-30","medium_risk"
1303,"VietMode MA-39","Casual","All-weather","XL","blue",9449.233783783784,6596.51010445946,26,94,838337.15,800737.39,37599.76,8934.904615384616,26.92,22.56,1,2,13610.39,2.13,"late_delivery",0,0,0,0,1,2,3.5,1,0,6,180,0.9333,0.1429,true,true,false,"2022-10-31","low_risk"
1253,"VietMode MP-21","Casual","Activewear","M","blue",5353.74,4589.225928,159,724,3654017.43,3465400.37,188617.06,5024.852075471698,37.11,4.12,6,26,114786.1,3.59,"defective",2,2,0,1,1,31,3.97,26,4,36,1080,0.9333,0.027,true,true,false,"2020-08-31","low_risk"
198,"DragonWear YY-02","GenZ","Trendy","L","pink",6293.7,3768.03819,18,71,411021.79,380308.33,30713.46,5822.258888888889,38.89,29.65,1,2,11724.69,2.82,"changed_mind",0,0,0,1,0,3,2.33,0,2,16,80,0.9667,0.2727,true,false,false,"2022-12-31","high_risk"
225,"LotusWear UM-03","Streetwear","Balanced","M","purple",9131.85,5558.557095,24,102,844298.81,806162.65,38136.16,8228.8175,41.67,29.67,1,3,27003.36,2.94,"changed_mind",0,0,0,1,0,2,3.5,1,1,9,135,0.9333,0.1818,true,true,false,"2018-06-30","low_risk"
1354,"VietMode RP-46","Outdoor","Activewear","L","white",4440.24,2478.5419679999995,35,172,728756.13,699404.64,29351.49,4212.584857142857,37.14,39.05,3,6,25109.46,3.49,"wrong_size",2,0,1,0,0,4,3.25,2,1,4,120,1,0.2,false,true,false,"2018-04-30","low_risk"
2106,"PhoenixWear MA-05","Casual","All-weather","L","green",10011.439565217392,7381.434391434783,40,192,1844523.85,1785133.39,59390.46,9621.49675,22.5,20.61,3,6,49287.9,3.13,"defective",0,2,1,0,0,2,4.5,2,0,11,165,0.9333,0.1538,true,true,false,"2022-12-31","low_risk"
1405,"VietMode RP-97","Outdoor","Activewear","M","purple",4692.24,4457.628,36,177,778822.27,734946.51,43875.76,4399.088055555556,38.89,-7.35,2,7,29614.41,3.95,"not_as_described",0,1,1,0,0,4,4.25,3,1,12,360,0.9667,0.0769,true,true,false,"2020-06-30","low_risk"
1398,"VietMode RP-90","Outdoor","Activewear","L","pink",4178.16,3876.496848,12,43,167713.85,158932,8781.85,3881.5866666666666,41.67,-4.88,2,8,28408.42,18.6,"wrong_size",2,0,0,0,0,3,3.33,2,1,3,90,0.9333,0.25,true,false,false,"2021-03-31","high_risk"
371,"LotusWear UE-92","Streetwear","Performance","XL","black",9446.85,8974.5075,53,222,1931375.93,1841585.7,89790.23,8687.57113207547,39.62,-8.19,1,6,51987.22,2.7,"not_as_described",0,0,1,0,0,12,4,9,2,14,420,0.9667,0.0667,true,true,false,"2022-06-30","low_risk"
482,"SaigonFlex UM-87","Streetwear","Balanced","L","orange",7907.13,6264.028386,17,97,739635.72,728076.51,11559.21,7546.352352941177,17.65,16.55,1,5,35393.52,5.15,"changed_mind",0,0,0,1,0,3,3.33,2,1,6,180,0.9333,0.1429,true,true,false,"2014-01-31","medium_risk"
1650,"VietMode RS-88","Outdoor","Premium","L","red",5909.284285714285,4975.617368571429,50,258,1424513.8,1341357.6,83156.2,5522.8538,42,4.3,3,8,41186.06,3.1,"defective",1,1,0,0,1,4,4,3,0,69,258.8,0.9333,0.1039,true,true,false,"2022-12-31","low_risk"
897,"HanoiStreet UE-06","Streetwear","Performance","M","silver",8438.654,4981.3374562,30,143,1121221.58,1064095.63,57125.95,7634.449333333333,46.67,33.06,1,1,8170.52,0.7,"late_delivery",0,0,0,0,1,4,3.75,2,0,9,135,0.9333,0.1818,true,true,false,"2022-08-31","low_risk"
458,"SaigonFlex UM-63","Streetwear","Balanced","L","pink",21423.246923076924,16733.698171615386,19,92,1889200.66,1825967.11,63233.55,20323.786842105263,31.58,15.69,2,7,128447.75,7.61,"late_delivery",1,0,0,0,1,3,4,3,0,24,180,1,0.1429,false,true,false,"2022-12-31","medium_risk"
332,"LotusWear UE-53","Streetwear","Performance","S","orange",11613.773076923078,9075.002282307692,62,296,3096421.56,2893714.78,202706.78,10492.505806451612,50,7.17,1,1,9836.55,0.34,"changed_mind",0,0,0,1,0,14,4.43,12,1,28,840,1,0.0345,false,true,false,"2022-10-31","low_risk"
177,"DragonWear UE-05","Streetwear","Performance","M","silver",9443.35,8471.629284999999,40,178,1429156.06,1285857.58,143298.48,8060.3305,70,-17.27,2,3,21643.879999999997,1.69,"late_delivery",1,0,0,0,1,8,4.13,6,0,10,300,1,0.0909,false,true,false,"2017-05-31","low_risk"
462,"SaigonFlex UM-67","Streetwear","Balanced","L","orange",24321.97975609756,20085.09088258537,21,110,2446644.79,2266909.05,179735.74,22312.415714285715,57.14,2.54,1,5,119365.26,4.55,"changed_mind",0,0,0,1,0,3,4.33,3,0,29,290,0.9333,0.0938,true,true,false,"2022-12-31","low_risk"
65,"DragonWear RP-20","Outdoor","Activewear","M","purple",3779.37,3427.132716,8,35,130527.1,129390.71,1136.39,3690.2225,12.5,7.3,1,1,3283.07,2.86,"wrong_size",1,0,0,0,0,4,4.25,3,0,3,45,1,0.4,false,false,false,"2021-07-31","low_risk"
612,"SaigonFlex UC-77","Streetwear","Everyday","S","orange",11727.45,7625.187989999999,60,273,2924671.8,2836082.86,88588.94,10733.017333333333,36.67,26.6,2,4,44516.39,1.47,"changed_mind",1,0,0,1,0,13,4.15,11,1,13,390,1,0.0714,false,true,false,"2014-05-31","low_risk"
2353,"VietMotion UC-01","Streetwear","Everyday","M","blue",5207.482449799197,4504.993067321285,1736,7744,37300221.03,35731903.42,1568317.61,4829.706584101383,37.04,2.37,93,243,1087998.22,3.14,"wrong_size",33,17,14,16,13,283,4.15,221,21,473,7095,0.9333,0.0042,true,true,false,"2022-06-30","low_risk"
2238,"VietMotion RP-35","Outdoor","Activewear","L","pink",1546.0695505617975,846.4730789325843,1699,7568,10730021.42,9929552.93,800468.49,1419.5573396115362,48.32,35.48,98,271,354207.96,3.58,"wrong_size",35,26,15,11,11,271,3.93,197,37,444,3330,1,0.0089,false,true,false,"2022-12-31","low_risk"
715,"HanoiStreet RP-03","Outdoor","Activewear","XL","purple",1855.6303211009172,1707.7365845091742,663,2980,5222029.5,4960417.78,261611.72,1750.844358974359,36.35,-2.59,42,108,173666.12,3.62,"wrong_size",14,5,7,10,6,121,4,87,14,236,7080,0.9333,0.0042,true,true,false,"2021-02-28","low_risk"
496,"SaigonFlex UM-01","Streetwear","Balanced","S","green",11338.433980634749,10771.51228160301,2816,12749,133286646.78,126899349.48,6387297.3,10467.448980823863,40.55,-8.22,176,473,4626564.98,3.71,"wrong_size",56,35,30,36,19,423,3.88,292,64,781,23430,1,0.0013,false,true,false,"2022-08-31","low_risk"
1847,"SaigonCore YY-42","GenZ","Trendy","XL","silver",1562.140588235294,1484.0335588235291,129,589,881885.79,851192.87,30692.92,1495.429069767442,27.13,-2.69,8,16,22086.24,2.72,"changed_mind",1,2,2,2,1,25,3.88,15,3,62,1860,0.9667,0.0159,true,true,false,"2018-08-31","low_risk"
512,"SaigonFlex UR-01","Streetwear","Standard","S","orange",2895.329458972047,2518.9366293056805,836,3824,10270137.03,9848647.76,421489.27,2691.1184210526317,34.69,2.2,39,91,223833.40999999997,2.38,"wrong_size",13,3,9,10,4,133,3.96,95,13,236,3540,1,0.0084,false,true,false,"2022-10-31","low_risk"
409,"SaigonFlex UM-14","Streetwear","Balanced","M","yellow",11606.281900452488,10763.665834479638,1525,6954,73935925.42,70682276.51,3253648.91,10610.175081967212,39.61,-5.9,83,226,2296319.71,3.25,"wrong_size",25,17,18,17,6,235,4.02,175,31,387,11610,0.9333,0.0026,true,true,false,"2019-12-31","low_risk"
780,"HanoiStreet RP-68","Outdoor","Activewear","S","red",3997.024412721359,2058.4675725515,2074,9368,35013884.78,33002247.51,2011637.27,3733.3455014464803,42.33,41.57,115,343,1181239.35,3.66,"wrong_size",40,22,27,17,9,344,3.94,244,56,698,4188,0.9667,0.0071,true,true,false,"2022-12-31","low_risk"
1860,"SaigonCore YY-55","GenZ","Trendy","S","red",2319.87,1394.473857,61,261,569793,539031.72,30761.28,2207.2618032786886,34.43,32.48,2,2,3739.79,0.77,"changed_mind",1,0,0,1,0,9,3.78,6,2,7,210,1,0.125,false,true,false,"2020-04-30","low_risk"
1180,"MekongFit UE-16","Streetwear","Performance","S","red",6400.83170678337,3691.359645301969,889,3969,23467996.65,22362117.91,1105878.74,5916.526426966292,41.24,34.48,43,108,603386.98,2.72,"wrong_size",18,8,8,2,7,128,3.99,96,13,213,710,0.9333,0.0405,true,true,false,"2022-12-31","low_risk"
1240,"VietMode MP-08","Casual","Activewear","S","red",5669.37,5385.9015,10,33,178227.58,169918.77,8308.81,5417.412,30,-4.6,2,4,22477.5,12.12,"not_as_described",0,0,1,1,0,1,1,0,1,3,90,0.9667,0.25,true,false,false,"2022-11-30","high_risk"
62,"DragonWear RP-17","Outdoor","Activewear","L","orange",4800.533684210526,2974.4106707368423,15,77,342107.44,317070.17,25037.27,4516.8893333333335,40,27.77,2,4,17622.2,5.19,"defective",0,1,0,1,0,2,4,2,0,6,180,0.9333,0.1429,true,true,false,"2022-11-30","medium_risk"
457,"SaigonFlex UM-62","Streetwear","Balanced","M","silver",11969.920218340612,6455.377973751093,548,2359,25937330.22,24880667.25,1056662.97,11013.969306569343,37.96,38.79,31,98,1023611.4299999999,4.15,"wrong_size",10,9,6,2,4,90,3.99,69,13,240,7200,0.9333,0.0041,true,true,false,"2022-06-30","low_risk"
1878,"BambooCraft UM-16","Streetwear","Balanced","L","pink",9708.284634146345,7207.430512390245,156,672,6045582.01,5767642.17,277939.84,8966.574807692308,42.31,16.02,7,23,195350.54,3.42,"not_as_described",2,2,2,1,0,26,4.35,22,1,21,630,0.9333,0.0455,true,true,false,"2017-10-31","low_risk"
907,"HanoiStreet UE-16","Streetwear","Performance","XL","silver",7343.25255526658,6976.089927503251,4507,20192,137862945.36,131327725.99,6535219.37,6820.254925671178,40.16,-7.26,252,686,4339516.63,3.4,"wrong_size",94,47,44,36,31,722,3.98,532,92,1146,8595,1,0.0035,false,true,false,"2022-12-31","low_risk"
676,"SaigonFlex UC-41","Streetwear","Everyday","S","green",9891.036652260638,9195.696775606715,2328,10401,94966367.26,91269032.54,3697334.72,9129.040614261168,36.3,-4.79,124,346,2910840.64,3.33,"wrong_size",43,18,26,23,14,349,4,252,39,875,26250,1,0.0011,false,true,false,"2022-07-31","low_risk"
2388,"VietMotion UC-36","Streetwear","Everyday","S","pink",3825.871123778501,2462.330655263844,3378,15115,53335219.95,51031321.23,2303898.72,3532.257480757845,38.16,27.07,198,480,1579299.0999999999,3.18,"wrong_size",59,52,37,29,21,488,3.84,335,76,979,29370,0.9667,0.001,true,true,false,"2022-12-31","low_risk"
2250,"VietMotion RP-47","Outdoor","Activewear","L","red",1511.37,944.455113,589,2618,3809085.59,3684884.26,124201.33,1455.485144312394,23.77,32.9,35,99,132099.65,3.78,"wrong_size",12,9,4,7,3,98,3.7,60,19,197,2955,1,0.0101,false,true,false,"2016-08-31","low_risk"
1836,"SaigonCore YY-31","GenZ","Trendy","S","green",1705.576611570248,1041.766194347107,81,361,594483.51,577387.01,17096.5,1637.749012345679,24.69,34.87,5,10,14841.48,2.77,"late_delivery",1,1,1,0,2,12,4.58,12,0,26,260,1,0.1034,false,true,false,"2016-03-31","low_risk"
1866,"BambooCraft UM-04","Streetwear","Balanced","L","green",13638.145862068968,9430.77786362069,70,345,4449809.97,4234775.98,215033.99,12820.045428571428,37.14,23.17,8,24,292843.37,6.96,"changed_mind",0,0,2,4,2,8,3.5,5,2,7,210,1,0.125,false,true,false,"2022-08-31","medium_risk"
2336,"VietMotion UE-10","Streetwear","Performance","S","green",8688.96482388974,8254.516582695253,506,2283,18312203.63,17579301.34,732902.29,8086.248241106719,34.19,-7.2,34,94,691939.42,4.12,"wrong_size",12,4,7,6,5,81,3.7,51,17,125,3750,0.9667,0.0079,true,true,false,"2022-12-31","low_risk"
1991,"UrbanVN RS-10","Outdoor","Premium","XL","black",3784.939744597249,3327.7190234499017,378,1657,5845838.17,5493201.13,352637.04,3538.8639947089946,41.8,-0.38,14,38,127380.28000000001,2.29,"wrong_size",4,1,3,3,3,66,3.74,41,11,91,2730,0.9667,0.0109,true,true,false,"2020-04-30","low_risk"
547,"SaigonFlex UC-12","Streetwear","Everyday","XL","silver",6544.421470588235,4298.376021882353,104,470,2795796.67,2704405.28,91391.39,6000.666057692308,34.62,25.3,6,19,107833.62,4.04,"changed_mind",2,1,0,3,0,13,4.38,12,1,21,210,1,0.125,false,true,false,"2022-12-31","low_risk"
1395,"VietMode RP-87","Outdoor","Activewear","XL","purple",4629.24,3204.359928,48,210,902214.1,843090.97,59123.13,4257.830833333333,52.08,20.18,1,2,7242.47,0.95,"defective",0,1,0,0,0,12,3.67,5,2,8,240,0.9667,0.1111,true,true,false,"2017-07-31","low_risk"
1528,"VietMode RP-20","Outdoor","Activewear","S","pink",4448.666249999999,3015.750850875,197,900,3772708.34,3580033.21,192675.13,4201.50269035533,39.59,24.19,8,28,102415.62,3.11,"wrong_size",4,1,2,1,0,33,4.03,24,4,17,510,1,0.0556,false,true,false,"2022-11-30","low_risk"
1938,"UrbanVN RP-13","Outdoor","Activewear","L","pink",3527.37,3268.4610419999995,169,704,2311821.45,2172023.8,139797.65,3280.8025443786983,43.79,-5.94,4,19,52617.53999999999,2.7,"wrong_size",2,1,0,1,0,29,4.14,22,4,35,1050,0.9667,0.0278,true,true,false,"2019-10-31","low_risk"
237,"LotusWear UR-09","Streetwear","Standard","M","silver",6401.85,3225.892215,136,611,3650246.87,3517693.4,132553.47,5944.429779411765,38.24,43.97,8,32,183051.32,5.24,"wrong_size",4,2,0,2,0,26,3.88,16,3,22,660,0.9667,0.0435,true,true,false,"2021-09-30","medium_risk"
517,"SaigonFlex UE-05","Streetwear","Performance","M","silver",8186.85,6897.421125000001,74,303,2331859.09,2208762.05,123097.04,7776.091216216216,33.78,5.38,4,8,54966.829999999994,2.64,"wrong_size",2,0,0,2,0,12,3.67,8,3,11,330,0.9667,0.0833,true,true,false,"2020-10-31","low_risk"
1567,"VietMode RS-05","Outdoor","Premium","XL","silver",4999.05,4046.23107,13,47,216940.8,200667.11,16273.69,4726.07076923077,46.15,5.23,1,4,17907.29,8.51,"defective",0,1,0,0,0,1,4,1,0,6,20,0.8333,0.6,true,false,false,"2022-12-31","medium_risk"
956,"HanoiStreet UC-19","Streetwear","Everyday","S","green",9913.23,9417.5685,139,636,5807696.91,5557590.55,250106.36,9098.88237410072,38.85,-7.77,3,5,39126.73,0.79,"defective",1,1,1,0,0,30,3.97,21,5,14,420,1,0.0667,false,true,false,"2022-11-30","low_risk"
2384,"VietMotion UC-32","Streetwear","Everyday","S","white",7792.531998777506,4305.373929324572,1253,5544,39989155.42,38236673.02,1752482.4,7208.697238627295,38.39,37.58,77,220,1465139.0100000002,3.97,"wrong_size",26,17,10,13,11,172,3.97,125,23,333,4995,0.9333,0.006,true,true,false,"2022-12-31","low_risk"
2213,"VietMotion RP-10","Outdoor","Activewear","M","blue",1075.947169481654,753.7009922218986,2684,11969,11803828.81,10923079.12,880749.69,986.1191579731743,48.96,17.41,125,363,332317.1,3.03,"wrong_size",39,26,20,20,20,406,3.89,277,57,766,22980,1,0.0013,false,true,false,"2022-12-31","low_risk"
760,"HanoiStreet RP-48","Outdoor","Activewear","S","red",1901.46566118317,1262.5731990256247,4811,21924,38680721.31,36195974.11,2484747.2,1765.5815339846185,43.8,23.53,289,800,1281204.54,3.65,"wrong_size",107,64,47,45,26,771,3.92,554,100,1340,6700,1,0.0045,false,true,false,"2022-12-31","low_risk"
1994,"UrbanVN UM-01","Streetwear","Balanced","L","white",7359.568083067093,5306.248587891373,655,2882,19706637.41,18853148.85,853488.56,6774.709114503817,39.39,18.89,38,109,696245.32,3.78,"wrong_size",16,5,7,5,5,100,3.96,75,14,136,4080,0.9333,0.0073,true,true,false,"2021-07-31","low_risk"
2275,"VietMotion RS-08","Outdoor","Premium","XL","purple",4487.59171875,3906.89735034375,4140,18549,78383185.27,74298918.48,4084266.79,4224.857789855072,38.26,2.46,245,648,2564463.6300000004,3.49,"wrong_size",85,46,59,36,19,677,3.89,472,101,1050,3937.5,0.9667,0.0076,true,true,false,"2022-12-31","low_risk"
2352,"VietMotion UE-26","Streetwear","Performance","S","orange",4441.3230201342285,3680.968519087248,813,3638,15128340.52,14574014.25,554326.27,4146.645227552275,33.95,8.11,39,101,390225.66,2.78,"changed_mind",10,9,7,11,2,135,3.99,99,18,240,7200,1,0.0041,false,true,false,"2021-06-30","low_risk"
2241,"VietMotion RP-38","Outdoor","Activewear","M","black",1070.2073493975904,622.646635879518,443,2023,2111053.84,2061214.53,49839.31,1044.8709255079007,16.48,38.89,39,112,106518.76999999999,5.54,"wrong_size",18,11,3,3,4,74,3.88,54,9,226,6780,0.9333,0.0044,true,true,false,"2020-06-30","medium_risk"
1349,"VietMode RP-41","Outdoor","Activewear","M","yellow",4740.946657458563,4172.507153229281,241,1103,4908221.46,4641854.88,266366.58,4437.55958506224,41.49,0.85,12,28,125069.65999999999,2.54,"wrong_size",5,1,3,1,2,46,3.74,28,9,68,1020,0.9667,0.0286,true,true,false,"2022-12-31","low_risk"
2098,"UrbanVN YY-02","GenZ","Trendy","L","pink",3660.198094302554,3166.0713515717093,1190,5291,18407574.4,17596419.84,811154.56,3479.107546218487,33.7,4.8,72,178,582729.07,3.36,"wrong_size",27,8,16,15,6,190,3.83,127,30,284,8520,1,0.0035,false,true,false,"2021-12-31","low_risk"
557,"SaigonFlex UC-22","Streetwear","Everyday","M","silver",10090.442604501608,7554.714377990354,233,1017,9301693.75,8887492.8,414200.95,9154.726394849786,42.92,13.55,16,38,312659.13,3.74,"changed_mind",4,3,2,5,2,36,3.83,25,5,135,4050,1,0.0074,false,true,false,"2018-10-31","low_risk"
2368,"VietMotion UC-16","Streetwear","Everyday","S","pink",9060.457987126976,5234.226579163253,1130,5098,43002670.3,41094217.2,1908453.1,8432.534203539823,37.61,35.07,59,174,1375222.53,3.41,"wrong_size",24,10,8,15,2,165,3.92,118,23,297,1485,1,0.0198,false,true,false,"2022-12-31","low_risk"
1044,"MekongFit MA-02","Casual","All-weather","S","white",3432.87,3261.2265,137,609,1992161.38,1904591.22,87570.16,3296.6252554744524,29.2,-4.28,8,23,66452.25,3.78,"wrong_size",5,1,0,2,0,22,4.64,21,0,31,930,1,0.0312,false,true,false,"2020-12-31","low_risk"
